player,season,star_potential,king_probability,bulldozer_probability,sniper_probability,victim_probability,predicted_archetype,actual_archetype,AGE,current_usage,CREATION_VOLUME_RATIO,LEVERAGE_USG_DELTA,LEVERAGE_TS_DELTA,EFG_ISO_WEIGHTED,is_star_predicted,is_star_actual,rank
Christian Braun,2022-23,0.12124342471361149,0.0490852296352386,0.0721581950783729,0.0167056135833263,0.8620510101318359,Victim (Fragile Role),,22.0,0.127,0.3155893536121673,-0.0129999999999999,0.097,0.5071325301204819,False,,11
Zion Williamson,2024-25,0.1204190589487552,0.034991730004549,0.0854273289442062,0.012480535544455,0.8671003580093384,Victim (Fragile Role),,24.0,0.325,0.7484822202948829,-0.033,0.038,0.5542746234067207,False,,12
Trendon Watford,2024-25,0.1198372542858123,0.0611523687839508,0.0586848855018615,0.0185932163149118,0.8615695238113403,Victim (Fragile Role),,24.0,0.226,0.62557781201849,-0.021,0.1729999999999999,0.5108620689655172,False,,13
Cason Wallace,2024-25,0.1192742697894573,0.0360168032348156,0.0832574665546417,0.0157721694558858,0.8649535775184631,Victim (Fragile Role),,21.0,0.124,0.3875432525951557,-0.031,0.1699999999999999,0.5293035714285714,False,,14
Trendon Watford,2022-23,0.1126007623970508,0.0341476611793041,0.0784531012177467,0.0140430191531777,0.8733561635017395,Victim (Fragile Role),,22.0,0.158,0.4266304347826087,-0.036,0.275,0.5733566878980891,False,,15
De'Aaron Fox,2019-20,0.1093266941606997,0.0510566569864749,0.0582700371742248,0.0088929440826177,0.8817803859710693,Victim (Fragile Role),,22.0,0.29,0.8408408408408408,0.03,0.0449999999999999,0.505357142857143,False,,16
Cole Anthony,2020-21,0.1091715171933173,0.09302269667387,0.0161488205194473,0.0241947509348392,0.8666337132453918,Victim (Fragile Role),,21.0,0.235,0.7562141491395793,0.024,0.3289999999999999,0.4463805309734513,False,,17
Dennis Schröder,2017-18,0.10525103006511921,0.0919522196054458,0.0132988104596734,0.0059562097303569,0.8887927532196045,Victim (Fragile Role),,24.0,0.299,0.7957540263543192,0.075,0.005,0.4819540018399263,False,,18
Jamal Murray,2020-21,0.1047459468245505,0.0565451085567474,0.0482008382678031,0.0111112724989652,0.8841428160667419,Victim (Fragile Role),,24.0,0.244,0.7088502894954508,0.0449999999999999,0.088,0.5193792298716453,False,,19
Kyle Anderson,2015-16,0.1029268763959407,0.0528062209486961,0.0501206554472446,0.0162041690200567,0.8808689117431641,Victim (Fragile Role),,22.0,0.143,0.5601659751037343,0.016,0.4169999999999999,0.4959037037037037,False,,20
Daishen Nix,2022-23,0.09997934848070131,0.0913570672273635,0.0086222812533378,0.0397312901914119,0.8602893948554993,Victim (Fragile Role),,21.0,0.149,0.4716417910447761,0.051,0.3989999999999999,0.3721962025316456,False,,21
Jerian Grant,2015-16,0.09978257119655601,0.0915730446577072,0.0082095265388488,0.0538944341242313,0.8463230133056641,Victim (Fragile Role),,23.0,0.185,0.6786632390745501,0.1029999999999999,0.2219999999999999,0.3906287878787879,False,,22
Cam Thomas,2022-23,0.09780705533921699,0.0863560438156127,0.0114510115236043,0.0065658995881676,0.8956270813941956,Victim (Fragile Role),,21.0,0.268,0.8262987012987013,0.1489999999999999,0.156,0.465467583497053,False,,23
Paolo Banchero,2024-25,0.0968459853902458,0.0830834433436393,0.0137625420466065,0.0163983907550573,0.886755645275116,Victim (Fragile Role),,22.0,0.33,0.7575554063129618,0.0159999999999999,0.0219999999999999,0.4797003546099291,False,,24
Yogi Ferrell,2016-17,0.0923430975526571,0.0770633816719055,0.0152797158807516,0.0079662119969725,0.8996906876564026,Victim (Fragile Role),,24.0,0.192,0.6789772727272727,0.033,0.146,0.452305439330544,False,,25
Deni Avdija,2024-25,0.091896055266261,0.0299507584422826,0.0619452968239784,0.0114803062751889,0.8966236114501953,Victim (Fragile Role),,24.0,0.228,0.4421768707482993,-0.035,0.002,0.5320564102564104,False,,26
Tyrese Haliburton,2023-24,0.0913894549012183,0.051063559949398,0.0403258949518203,0.0042983079329133,0.9043121933937072,Victim (Fragile Role),Victim (Fragile Role),24.0,0.239,0.7988064791133845,0.061,0.08,0.5442166488794024,False,False,27
Cole Anthony,2022-23,0.09061058610677711,0.0340055413544178,0.0566050447523593,0.0099609130993485,0.8994284868240356,Victim (Fragile Role),,23.0,0.209,0.6363636363636364,-0.031,0.066,0.5091923076923077,False,,28
Dennis Smith Jr.,2017-18,0.0900333253666758,0.0796763226389885,0.0103570027276873,0.0243758298456668,0.8855908513069153,Victim (Fragile Role),,20.0,0.28,0.7848509266720387,0.0369999999999999,0.011,0.4157659137577001,False,,29
D'Angelo Russell,2019-20,0.08690954186022269,0.0741772726178169,0.0127322692424058,0.008479094132781,0.9046114087104796,Victim (Fragile Role),,24.0,0.305,0.6905972045743329,0.059,0.0449999999999999,0.4771159153633854,False,,30
Spencer Dinwiddie,2016-17,0.0866197124123572,0.0758794024586677,0.0107403099536895,0.0033707015682011,0.9100096225738524,Victim (Fragile Role),,24.0,0.14,0.7365728900255754,0.093,0.218,0.4643402777777777,False,,31
Kris Dunn,2017-18,0.08557805232703669,0.0718043074011802,0.0137737449258565,0.0055125383660197,0.9089094400405884,Victim (Fragile Role),,24.0,0.245,0.8167791706846672,0.0469999999999999,0.0809999999999999,0.4433754427390791,False,,32
Tyrese Maxey,2024-25,0.0851057907566427,0.0713007971644401,0.0138049935922026,0.0076105007901787,0.9072836637496948,Victim (Fragile Role),,24.0,0.293,0.7831541218637993,0.093,0.0709999999999999,0.4773569794050344,False,,33
Luka Dončić,2018-19,0.0847046338021755,0.0485003963112831,0.0362042374908924,0.0063166846521198,0.9089787006378174,Victim (Fragile Role),,20.0,0.296,0.8031007751937985,0.07,0.005,0.5101505791505792,False,,34
Alec Burks,2015-16,0.0795811749994754,0.0636365711688995,0.0159446038305759,0.0083128567785024,0.912105917930603,Victim (Fragile Role),,24.0,0.246,0.7174211248285322,0.03,0.0629999999999999,0.4816558317399617,False,,35
Zion Williamson,2020-21,0.0771649498492478,0.0201573241502046,0.0570076256990432,0.0030472401995211,0.9197877645492554,Victim (Fragile Role),,20.0,0.287,0.5467032967032966,-0.0259999999999999,0.024,0.5661256281407034,False,,36
Luka Dončić,2021-22,0.0753393396735191,0.0380328483879566,0.0373064912855625,0.0090474486351013,0.9156131744384766,Victim (Fragile Role),King (Resilient Star),23.0,0.368,0.8947945205479451,-0.019,0.001,0.5347924066135947,False,True,37
KJ Simpson,2024-25,0.0694016912020742,0.0616798922419548,0.0077217989601194,0.0460509397089481,0.8845474123954773,Victim (Fragile Role),,22.0,0.188,0.6228571428571428,0.039,0.0479999999999999,0.3726009174311927,False,,38
Jalen Williams,2024-25,0.0670177247375249,0.0386900752782821,0.0283276494592428,0.0090152667835354,0.9239670634269714,Victim (Fragile Role),,24.0,0.27,0.6784426820475846,-0.022,0.021,0.4928958554729011,False,,39
Jayson Tatum,2019-20,0.0668119117617607,0.0214008130133152,0.0454110987484455,0.006425249390304,0.926762878894806,Victim (Fragile Role),Bulldozer (Fragile Star),22.0,0.28,0.689019279128248,0.0019999999999999,0.049,0.5288175182481754,False,True,40
Shai Gilgeous-Alexander,2018-19,0.0658111702650785,0.0235775802284479,0.0422335900366306,0.0083768926560878,0.9258119463920592,Victim (Fragile Role),Sniper (Resilient Role),20.0,0.182,0.7429420505200593,-0.037,0.0399999999999999,0.50356,False,False,41
Tyler Ulis,2017-18,0.0652790730819106,0.0551750361919403,0.0101040368899703,0.0537302829325199,0.8809906244277954,Victim (Fragile Role),,22.0,0.184,0.8357030015797788,0.006,0.1269999999999999,0.4294650283553876,False,,42
Julius Randle,2017-18,0.0649399068206548,0.0251109544187784,0.0398289524018764,0.0034399572759866,0.931620180606842,Victim (Fragile Role),,23.0,0.251,0.4525222551928783,-0.0249999999999999,0.002,0.5141573770491804,False,,43
Aleksej Pokusevski,2020-21,0.0638208477757871,0.056329857558012,0.0074909902177751,0.023824293166399,0.9123548865318298,Victim (Fragile Role),,19.0,0.197,0.3125925925925926,0.0859999999999999,0.0399999999999999,0.2943791469194313,False,,44
Terance Mann,2020-21,0.0631478494033217,0.0488092415034771,0.0143386078998446,0.0053520933724939,0.9315000772476196,Victim (Fragile Role),,24.0,0.144,0.463157894736842,0.072,0.033,0.4281136363636363,False,,45
Jamal Shead,2024-25,0.062726623378694,0.0506957173347473,0.0120309060439467,0.0155168026685714,0.9217565655708312,Victim (Fragile Role),,22.0,0.179,0.538899430740038,0.04,0.046,0.4393274647887324,False,,46
Emmanuel Mudiay,2016-17,0.0595045662485063,0.0545998178422451,0.0049047484062612,0.0211899988353252,0.9193054437637328,Victim (Fragile Role),,21.0,0.222,0.5670498084291187,0.0599999999999999,0.135,0.3897837837837837,False,,47
Emmanuel Mudiay,2015-16,0.0574412681162356,0.0457007102668285,0.0117405578494071,0.0834352597594261,0.8591234683990479,Victim (Fragile Role),,20.0,0.25,0.7010506208213946,0.013,0.0379999999999999,0.3697193460490462,False,,48
Evan Fournier,2016-17,0.057322050444781704,0.0483350530266761,0.0089869974181056,0.002323227468878,0.9403547048568726,Victim (Fragile Role),,24.0,0.229,0.411062906724512,0.039,0.0659999999999999,0.4613614775725593,False,,49
Dejounte Murray,2017-18,0.0567657537758349,0.047899380326271,0.0088663734495639,0.0397520214319229,0.90348219871521,Victim (Fragile Role),,21.0,0.201,0.69,0.0139999999999999,0.118,0.4088743961352656,False,,50
Dwayne Bacon,2019-20,0.056651268620043896,0.049387902021408,0.0072633665986359,0.0625874325633049,0.8807612657546997,Victim (Fragile Role),,24.0,0.189,0.6275510204081632,0.0179999999999999,0.1559999999999999,0.3699268292682927,False,,51
Langston Galloway,2015-16,0.055613065138459095,0.0363322272896766,0.0192808378487825,0.0231113098561763,0.9212756156921388,Victim (Fragile Role),,24.0,0.151,0.380952380952381,0.019,0.051,0.4353888888888888,False,,52
Julius Randle,2018-19,0.0555026680231093,0.0192339159548282,0.0362687520682811,0.0032450137659907,0.9412522912025452,Victim (Fragile Role),,24.0,0.273,0.4603811434302909,0.0109999999999999,0.003,0.5181176470588235,False,,53
Emmanuel Mudiay,2018-19,0.055320275947451494,0.0373218655586242,0.0179984103888273,0.0042401379905641,0.9404395818710328,Victim (Fragile Role),,23.0,0.248,0.7100103199174407,0.069,0.021,0.4524055232558139,False,,54
Justise Winslow,2019-20,0.0548410755582153,0.0476121604442596,0.0072289151139557,0.0279783364385366,0.917180597782135,Victim (Fragile Role),,24.0,0.19,0.5211912943871706,0.032,0.0559999999999999,0.309945054945055,False,,55
Tre Jones,2022-23,0.0536567196249961,0.0351059697568416,0.0185507498681545,0.0052749440073966,0.9410683512687684,Victim (Fragile Role),,23.0,0.189,0.7526254375729288,0.039,0.0479999999999999,0.4822527131782946,False,,56
Davion Mitchell,2022-23,0.0532580828294157,0.0429860018193721,0.0102720810100436,0.0085696401074528,0.9381722211837769,Victim (Fragile Role),,24.0,0.14,0.5174129353233832,-0.03,0.1819999999999999,0.485076923076923,False,,57
Wayne Selden,2017-18,0.0530459200963377,0.0442035160958766,0.0088424040004611,0.0066361208446323,0.9403179883956908,Victim (Fragile Role),,23.0,0.212,0.4766187050359711,-0.0089999999999999,0.1449999999999999,0.4728528301886792,False,,58
Raul Neto,2015-16,0.0523433983325958,0.0422047823667526,0.0101386159658432,0.0076089086942374,0.9400477409362792,Victim (Fragile Role),,24.0,0.172,0.5251256281407035,-0.0169999999999999,0.0349999999999999,0.464688995215311,False,,59
Bennedict Mathurin,2024-25,0.0516159217804669,0.0382025763392448,0.0134133454412221,0.0050836475566029,0.943300485610962,Victim (Fragile Role),,23.0,0.222,0.5475285171102662,0.043,0.122,0.4483333333333333,False,,60
Bradley Beal,2015-16,0.0512368353083729,0.0408744290471077,0.0103624062612652,0.004773377906531,0.9439898133277892,Victim (Fragile Role),,23.0,0.245,0.5363385464581416,-0.004,0.0439999999999999,0.4800154373927959,False,,61
Jalen Suggs,2022-23,0.0509552517905831,0.0398268736898899,0.0111283781006932,0.0029886909760534,0.946056067943573,Victim (Fragile Role),,22.0,0.196,0.5578124999999999,0.0449999999999999,0.0699999999999999,0.4764201680672268,False,,62
Nick Smith Jr.,2024-25,0.0508202998898922,0.043307464569807,0.0075128353200852,0.0082432515919208,0.9409363865852356,Victim (Fragile Role),,21.0,0.205,0.4879898862199747,-0.0419999999999999,0.0959999999999999,0.4718782383419689,False,,63
Frank Ntilikina,2017-18,0.0504321102052927,0.0422108955681324,0.0082212146371603,0.0561883971095085,0.8933794498443604,Victim (Fragile Role),,19.0,0.166,0.608,0.0219999999999999,0.02,0.3502565789473684,False,,64
Dyson Daniels,2024-25,0.048688739538192694,0.0166608430445194,0.0320278964936733,0.008208374492824,0.9431028962135316,Victim (Fragile Role),,22.0,0.178,0.4712153518123668,-0.0419999999999999,0.0479999999999999,0.5300407239819005,False,,65
Ricky Council IV,2023-24,0.0479691047221421,0.0389406979084014,0.0090284068137407,0.0082918526604771,0.9437389969825744,Victim (Fragile Role),,22.0,0.208,0.4677419354838709,-0.003,0.139,0.444551724137931,False,,66
Dennis Schröder,2016-17,0.0470181694254279,0.035140972584486,0.0118771968409419,0.006616931874305,0.9463649392127992,Victim (Fragile Role),King (Resilient Star),23.0,0.272,0.7617942768754834,0.0169999999999999,0.009,0.4620913705583756,False,True,67
Giannis Antetokounmpo,2018-19,0.0464619398117065,0.0205121114850044,0.0259498283267021,0.003100874600932,0.9504371881484984,Victim (Fragile Role),King (Resilient Star),24.0,0.314,0.6035714285714285,-0.026,0.022,0.5690000000000001,False,True,68
Elfrid Payton,2017-18,0.046438019722699994,0.0288527756929397,0.0175852440297603,0.0051217479631304,0.9484402537345886,Victim (Fragile Role),,24.0,0.211,0.7859495060373217,-0.03,0.0369999999999999,0.4966047486033519,False,,69
Tyus Jones,2017-18,0.0462675215676426,0.0356964096426963,0.0105711119249463,0.0155809679999947,0.938151478767395,Victim (Fragile Role),,22.0,0.124,0.5046439628482972,-0.001,0.261,0.4327914110429448,False,,70
Kentavious Caldwell-Pope,2016-17,0.046261572279036,0.037059910595417,0.009201661683619,0.007933497428894,0.9458049535751344,Victim (Fragile Role),,24.0,0.187,0.3733170134638923,0.081,0.016,0.4329639344262295,False,,71
Terence Davis,2020-21,0.046218925155699205,0.0364712886512279,0.0097476365044713,0.0059112454764544,0.947869837284088,Victim (Fragile Role),,24.0,0.213,0.3758620689655172,-0.002,0.1749999999999999,0.4882018348623853,False,,72
Malcolm Brogdon,2016-17,0.0455879699438809,0.0314491614699363,0.0141388084739446,0.0131636392325162,0.9412484169006348,Victim (Fragile Role),Victim (Fragile Role),24.0,0.182,0.5222381635581061,0.0229999999999999,0.0219999999999999,0.4393324175824176,False,False,73
Michael Carter-Williams,2015-16,0.04546543583273881,0.0348630435764789,0.0106023922562599,0.0068669733591377,0.94766765832901,Victim (Fragile Role),,24.0,0.206,0.652605459057072,-0.0279999999999999,0.019,0.4612775665399239,False,,74
Jake LaRavia,2023-24,0.0448642065748572,0.0358665809035301,0.0089976256713271,0.0076784892007708,0.9474573135375975,Victim (Fragile Role),,22.0,0.201,0.3420245398773006,-0.015,0.019,0.4418789237668161,False,,75
Bones Hyland,2022-23,0.043988895602524204,0.0343260802328586,0.0096628153696656,0.0217354781925678,0.9342756867408752,Victim (Fragile Role),,22.0,0.271,0.6146341463414635,-0.016,0.0749999999999999,0.4342777777777777,False,,76
Stanley Johnson,2016-17,0.0438511264510452,0.0379793755710125,0.0058717508800327,0.0642120838165283,0.8919368386268616,Victim (Fragile Role),,21.0,0.144,0.3930635838150289,0.002,0.199,0.3804926470588236,False,,77
Trae Young,2018-19,0.0431579714640974,0.0346549749374389,0.0085029965266585,0.0038019358180463,0.9530400633811952,Victim (Fragile Role),,20.0,0.277,0.8368000000000001,0.0929999999999999,0.006,0.4600736137667303,False,,78
Anfernee Simons,2022-23,0.043046632781624704,0.0119291432201862,0.0311174895614385,0.0035187769681215,0.9534345269203186,Victim (Fragile Role),,24.0,0.247,0.6008836524300442,0.01,0.03,0.5115661764705882,False,,79
Tre Jones,2023-24,0.0420923046767711,0.0169992875307798,0.0250930171459913,0.003307644277811,0.9546000361442566,Victim (Fragile Role),,24.0,0.149,0.5646481178396072,-0.0169999999999999,0.003,0.5307652173913043,False,,80
Aaron Holiday,2020-21,0.0418218793347477,0.0313558243215084,0.0104660550132393,0.0079980790615081,0.9501801133155824,Victim (Fragile Role),,24.0,0.189,0.5188284518828452,-0.035,0.256,0.4449838709677419,False,,81
Jordan Clarkson,2015-16,0.0412491625174879,0.0322802476584911,0.0089689148589968,0.0043989405967295,0.9543519020080566,Victim (Fragile Role),,24.0,0.225,0.6253345227475468,0.003,0.0639999999999999,0.4594293865905849,False,,82
Kevin Porter Jr.,2019-20,0.0405953666195272,0.0266051515936851,0.0139902150258421,0.0048565650358796,0.9545481204986572,Victim (Fragile Role),,20.0,0.202,0.553125,0.0339999999999999,0.0989999999999999,0.435050847457627,False,,83
Brandon Boston,2024-25,0.0402621636167168,0.0356122478842735,0.0046499157324433,0.0116027044132351,0.9481351971626282,Victim (Fragile Role),,23.0,0.199,0.5946745562130177,-0.015,0.0359999999999999,0.4022014925373134,False,,84
Coby White,2022-23,0.0402256781235336,0.0119156362488865,0.0283100418746471,0.002146981889382,0.9576273560523988,Victim (Fragile Role),,23.0,0.17,0.3909774436090225,-0.047,0.18,0.4924230769230769,False,,85
D'Angelo Russell,2018-19,0.0398562662303446,0.0303432270884513,0.0095130391418933,0.0035683065652847,0.9565754532814026,Victim (Fragile Role),,23.0,0.311,0.7520927237604637,0.0339999999999999,0.022,0.4816883561643836,False,,86
Kobi Simmons,2017-18,0.0398203022778033,0.0314213223755359,0.0083989799022674,0.0080147860571742,0.952164888381958,Victim (Fragile Role),,20.0,0.163,0.5558375634517766,-0.047,0.3369999999999999,0.4497260273972602,False,,87
De'Aaron Fox,2018-19,0.0391320316120981,0.0295659806579351,0.009566050954163,0.0029601564165204,0.9579078555107116,Victim (Fragile Role),,21.0,0.238,0.8641444539982803,0.0469999999999999,0.013,0.4751880597014925,False,,88
Jayson Tatum,2017-18,0.038628707639873,0.0330415293574333,0.0055871782824397,0.0087579013779759,0.9526134133338928,Victim (Fragile Role),Sniper (Resilient Role),20.0,0.192,0.4611727416798732,0.0139999999999999,0.091,0.415061855670103,False,False,89
Luguentz Dort,2021-22,0.0383626846596598,0.0282889381051063,0.0100737465545535,0.0032212492078542,0.9584161043167114,Victim (Fragile Role),,23.0,0.228,0.3937219730941704,0.038,0.0599999999999999,0.4598382687927106,False,,90
CJ McCollum,2015-16,0.0381325818598269,0.0224118456244468,0.0157207362353801,0.0046688560396432,0.9571986198425292,Victim (Fragile Role),Victim (Fragile Role),24.0,0.266,0.6917188587334726,-0.005,0.014,0.4957907444668007,False,False,91
Talen Horton-Tucker,2023-24,0.0381296970881521,0.0340594500303268,0.0040702470578253,0.0333295501768589,0.9285407662391664,Victim (Fragile Role),,23.0,0.234,0.6753246753246753,-0.042,0.006,0.4213076923076923,False,,92
Coby White,2023-24,0.0378665104508399,0.0182610135525465,0.0196054968982934,0.0034006901551038,0.9587327837944032,Victim (Fragile Role),,24.0,0.224,0.5729984301412873,-0.013,0.019,0.5102986301369863,False,,93
Josh Richardson,2017-18,0.0375489774160086,0.0298829656094312,0.0076660118065774,0.0028422477189451,0.9596087336540222,Victim (Fragile Role),,24.0,0.176,0.3825887743413516,-0.0099999999999999,0.009,0.4608502994011976,False,,94
Ben Simmons,2020-21,0.0368767231702804,0.0137344244867563,0.0231422986835241,0.0028737732209265,0.9602494835853576,Victim (Fragile Role),Victim (Fragile Role),24.0,0.2,0.6339031339031338,-0.044,0.133,0.5423258426966293,False,False,95
Shabazz Napier,2015-16,0.0368117177858948,0.0319034568965435,0.0049082608893513,0.0336327776312828,0.9295554757118224,Victim (Fragile Role),,24.0,0.196,0.5734265734265734,0.0,0.29,0.3224268292682927,False,,96
OG Anunoby,2021-22,0.03650693455711,0.0301793217658996,0.0063276127912104,0.0118014635518193,0.9516916275024414,Victim (Fragile Role),,24.0,0.204,0.3855743544078361,0.011,0.007,0.3650300230946882,False,,97
Jayson Tatum,2020-21,0.0363361816853283,0.0282583199441432,0.0080778617411851,0.0024996467400342,0.961164116859436,Victim (Fragile Role),King (Resilient Star),23.0,0.298,0.7114568599717114,0.0509999999999999,0.025,0.4820337972166998,False,True,98
Jordan Poole,2020-21,0.0358848730102181,0.0272964034229517,0.0085884695872664,0.0121199386194348,0.9519951343536376,Victim (Fragile Role),,22.0,0.246,0.3746355685131195,-0.01,0.142,0.4310933852140078,False,,99
Darius Garland,2020-21,0.0357675328850745,0.0262165814638137,0.0095509514212608,0.002789560239762,0.9614429473876952,Victim (Fragile Role),,21.0,0.245,0.7264731750219877,0.0399999999999999,0.003,0.4741440677966101,False,,100
Kyle Anderson,2017-18,0.0356547012925147,0.0291597116738557,0.006494989618659,0.0023650135844945,0.9619803428649902,Victim (Fragile Role),,24.0,0.133,0.3932038834951456,-0.001,0.063,0.4627037037037037,False,,101
Scoot Henderson,2023-24,0.0350730335339903,0.0236428510397672,0.0114301824942231,0.0298723876476287,0.9350545406341552,Victim (Fragile Role),,20.0,0.26,0.7400204708290686,-0.004,0.037,0.431253112033195,False,,102
Patrick McCaw,2019-20,0.0347178881056606,0.0296577103435993,0.0050601777620613,0.024126349017024,0.9411557912826538,Victim (Fragile Role),,24.0,0.093,0.337950138504155,0.006,0.833,0.3863606557377049,False,,103
Dyson Daniels,2022-23,0.0347127788700162,0.0296533461660146,0.0050594327040016,0.0221411902457475,0.9431460499763488,Victim (Fragile Role),,20.0,0.113,0.4057971014492754,0.001,0.012,0.3411428571428571,False,,104
Ben Simmons,2017-18,0.0336880479007958,0.0244544278830289,0.0092336200177669,0.003707495285198,0.9626044631004332,Victim (Fragile Role),Victim (Fragile Role),21.0,0.219,0.7688937568455642,-0.034,0.0929999999999999,0.4848817663817664,False,False,105
Markel Brown,2015-16,0.0336644826456904,0.0289441607892513,0.0047203218564391,0.0266213584691286,0.9397141337394714,Victim (Fragile Role),,24.0,0.183,0.3242506811989101,-0.0119999999999999,0.235,0.3649327731092437,False,,106
Jonathan Kuminga,2024-25,0.0325885037891565,0.0283348709344863,0.0042536328546702,0.0186700541526079,0.9487414956092834,Victim (Fragile Role),,22.0,0.271,0.4866595517609391,-0.032,0.014,0.4160526315789473,False,,107
Tyler Dorsey,2017-18,0.0323846137616782,0.0285344757139682,0.00385013804771,0.0149827981367707,0.9526325464248656,Victim (Fragile Role),,22.0,0.193,0.4601113172541743,-0.05,0.012,0.402899193548387,False,,108
Andrew Wiggins,2017-18,0.03210986754857,0.029004231095314,0.003105636453256,0.0195327028632164,0.9483574032783508,Victim (Fragile Role),Sniper (Resilient Role),23.0,0.228,0.5184466019417475,-0.038,0.013,0.4204044943820224,False,False,109
Giannis Antetokounmpo,2015-16,0.0318710207939147,0.0222212504595518,0.0096497703343629,0.0040873242542147,0.9640415906906128,Victim (Fragile Role),,21.0,0.221,0.4768883878241262,-0.043,0.011,0.4908085106382979,False,,110
Collin Sexton,2020-21,0.031126482412219,0.0228148233145475,0.0083116590976715,0.0024275984615087,0.9664459824562072,Victim (Fragile Role),,22.0,0.286,0.6678648454349388,0.049,0.088,0.4695199138858988,False,,111
Stanley Johnson,2017-18,0.0294781299307941,0.0223039221018552,0.0071742078289389,0.0037077306769788,0.96681410074234,Victim (Fragile Role),,22.0,0.161,0.4381270903010033,-0.041,0.0939999999999999,0.452587786259542,False,,112
Jaden Springer,2024-25,0.0293780481442808,0.024436542764306,0.0049415053799748,0.0399778708815574,0.9306440949440002,Victim (Fragile Role),,22.0,0.139,0.3865030674846626,-0.03,0.0889999999999999,0.3896984126984126,False,,113
D'Angelo Russell,2015-16,0.028595029376447097,0.0207317434251308,0.0078632859513163,0.0040071657858788,0.9673978090286256,Victim (Fragile Role),,20.0,0.238,0.5993975903614458,-0.0129999999999999,0.125,0.448681742043551,False,,114
Lonzo Ball,2018-19,0.0281437849625944,0.0233212485909461,0.0048225363716483,0.0172019340097904,0.9546542763710022,Victim (Fragile Role),,21.0,0.167,0.4195624195624196,-0.008,0.038,0.4151779141104294,False,,115
Markelle Fultz,2019-20,0.0277171414345501,0.0190050769597291,0.008712064474821,0.006167706567794,0.966115176677704,Victim (Fragile Role),,22.0,0.21,0.7488207547169811,-0.0089999999999999,0.0609999999999999,0.4825732283464567,False,,116
Terry Rozier,2017-18,0.0273429155349731,0.0196700971573591,0.007672818377614,0.002452629385516,0.9702044725418092,Victim (Fragile Role),Victim (Fragile Role),24.0,0.199,0.555128205128205,-0.05,0.0719999999999999,0.4635496535796766,False,False,117
Shai Gilgeous-Alexander,2019-20,0.0270505920052528,0.0147517370060086,0.0122988549992442,0.0032400386407971,0.9697093963623048,Victim (Fragile Role),Victim (Fragile Role),21.0,0.235,0.83,-0.031,0.1180000000000001,0.4926199342825849,False,False,118
Jamal Murray,2017-18,0.0270011243410408,0.0204411894083023,0.0065599349327385,0.0030492059886455,0.9699497222900392,Victim (Fragile Role),,21.0,0.223,0.5688442211055277,-0.012,0.048,0.4524805653710246,False,,119
